,pic1,pic2,jac_ind,id1,id2,url1,url2,clipscore
584679,5151,1192,0.4146341463414634,4343,3433,https://cs.stanford.edu/people/rak248/VG_100K_2/4343.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/3433.jpg,0.6679643392562866
6802075,3315,2623,0.41304347826086957,2377896,2408230,https://cs.stanford.edu/people/rak248/VG_100K_2/2377896.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2408230.jpg,0.7194445133209229
5659216,4048,2744,0.41304347826086957,2395139,2381227,https://cs.stanford.edu/people/rak248/VG_100K_2/2395139.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2381227.jpg,0.755079448223114
9090763,3947,328,0.4117647058823529,2397562,2402841,https://cs.stanford.edu/people/rak248/VG_100K_2/2397562.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2402841.jpg,0.7218754291534424
1521512,4405,4115,0.4090909090909091,2351625,2407029,https://cs.stanford.edu/people/rak248/VG_100K/2351625.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2407029.jpg,0.9330008625984192
2779403,5691,3821,0.4090909090909091,2396786,2373509,https://cs.stanford.edu/people/rak248/VG_100K_2/2396786.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2373509.jpg,0.846728503704071
3560868,6172,3756,0.4090909090909091,2356441,2367786,https://cs.stanford.edu/people/rak248/VG_100K/2356441.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2367786.jpg,0.8549644351005554
5528730,5423,1990,0.40816326530612246,2359497,2397623,https://cs.stanford.edu/people/rak248/VG_100K/2359497.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2397623.jpg,0.7590876817703247
40743,6090,4064,0.40540540540540543,2408402,2344062,https://cs.stanford.edu/people/rak248/VG_100K_2/2408402.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2344062.jpg,0.8422459959983826
1048559,2989,385,0.40476190476190477,2366063,2349468,https://cs.stanford.edu/people/rak248/VG_100K/2366063.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2349468.jpg,0.7807796001434326
3907589,1653,72,0.40425531914893614,2362374,2397314,https://cs.stanford.edu/people/rak248/VG_100K/2362374.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2397314.jpg,0.8199518918991089
5453725,3942,2186,0.40425531914893614,2409743,2343306,https://cs.stanford.edu/people/rak248/VG_100K_2/2409743.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2343306.jpg,0.7341368198394775
9919720,3953,1958,0.4,2376789,2387687,https://cs.stanford.edu/people/rak248/VG_100K/2376789.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2387687.jpg,0.9099732041358948
794232,5038,3695,0.4,2376836,2382909,https://cs.stanford.edu/people/rak248/VG_100K/2376836.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2382909.jpg,0.8521047234535217
2483930,4936,4720,0.4,2402422,2317656,https://cs.stanford.edu/people/rak248/VG_100K_2/2402422.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2317656.jpg,0.7595207095146179
9989262,3163,827,0.39622641509433965,2378694,2404319,https://cs.stanford.edu/people/rak248/VG_100K_2/2378694.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2404319.jpg,0.8897945880889893
12705769,5688,5648,0.39622641509433965,2371194,2327587,https://cs.stanford.edu/people/rak248/VG_100K/2371194.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2327587.jpg,0.8808616995811462
1747259,4708,4522,0.3953488372093023,2371104,2351695,https://cs.stanford.edu/people/rak248/VG_100K/2371104.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2351695.jpg,0.7815209627151489
2221289,5140,4025,0.3953488372093023,2355476,2345473,https://cs.stanford.edu/people/rak248/VG_100K/2355476.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2345473.jpg,0.5632098317146301
3905412,3058,2080,0.3953488372093023,2410386,2410673,https://cs.stanford.edu/people/rak248/VG_100K_2/2410386.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2410673.jpg,0.8818972706794739
1046167,5641,2484,0.3953488372093023,2353739,2401737,https://cs.stanford.edu/people/rak248/VG_100K/2353739.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2401737.jpg,0.7746323347091675
120974,4710,2672,0.39473684210526316,2408942,2316572,https://cs.stanford.edu/people/rak248/VG_100K_2/2408942.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2316572.jpg,0.8412588834762573
9365415,5930,4740,0.39285714285714285,2402024,2327106,https://cs.stanford.edu/people/rak248/VG_100K_2/2402024.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2327106.jpg,0.5665714740753174
11774171,5853,3399,0.3888888888888889,2398941,2382661,https://cs.stanford.edu/people/rak248/VG_100K_2/2398941.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2382661.jpg,0.7742432951927185
8992913,5099,3595,0.3877551020408163,2395603,2357412,https://cs.stanford.edu/people/rak248/VG_100K_2/2395603.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2357412.jpg,0.6594610810279846
4499632,3399,2475,0.3877551020408163,2382661,2354789,https://cs.stanford.edu/people/rak248/VG_100K_2/2382661.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2354789.jpg,0.8008695840835571
5698376,5003,638,0.3877551020408163,2342086,2393008,https://cs.stanford.edu/people/rak248/VG_100K/2342086.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2393008.jpg,0.6910656094551086
2021320,1645,135,0.38636363636363635,2348467,2322550,https://cs.stanford.edu/people/rak248/VG_100K/2348467.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2322550.jpg,0.9322583079338074
1654834,2641,73,0.38636363636363635,2362587,2387270,https://cs.stanford.edu/people/rak248/VG_100K/2362587.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2387270.jpg,0.7579802870750427
5560876,6131,3027,0.38636363636363635,2356746,2349509,https://cs.stanford.edu/people/rak248/VG_100K/2356746.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2349509.jpg,0.9430059194564819
343608,4748,3058,0.38461538461538464,2394514,2410386,https://cs.stanford.edu/people/rak248/VG_100K_2/2394514.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2410386.jpg,0.8139413595199585
4202877,2012,546,0.3829787234042553,2376383,2362386,https://cs.stanford.edu/people/rak248/VG_100K/2376383.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2362386.jpg,0.754753589630127
811033,5834,756,0.38095238095238093,2343378,2354978,https://cs.stanford.edu/people/rak248/VG_100K/2343378.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2354978.jpg,0.6241025924682617
949145,3869,2259,0.38095238095238093,2376470,2392689,https://cs.stanford.edu/people/rak248/VG_100K/2376470.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2392689.jpg,0.7394317388534546
624148,2744,1561,0.38095238095238093,2381227,2360659,https://cs.stanford.edu/people/rak248/VG_100K_2/2381227.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2360659.jpg,0.7474868893623352
4559678,4448,4171,0.38,2394519,2398953,https://cs.stanford.edu/people/rak248/VG_100K_2/2394519.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2398953.jpg,0.7895323038101196
4805912,3777,446,0.38,2342129,2319131,https://cs.stanford.edu/people/rak248/VG_100K/2342129.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2319131.jpg,0.7327316999435425
11833661,4740,2432,0.3793103448275862,2327106,2368757,https://cs.stanford.edu/people/rak248/VG_100K/2327106.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2368757.jpg,0.7817994952201843
4167229,5995,5783,0.37777777777777777,2391139,2370438,https://cs.stanford.edu/people/rak248/VG_100K_2/2391139.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2370438.jpg,0.6417949199676514
4168481,2479,2430,0.37777777777777777,2403222,2351389,https://cs.stanford.edu/people/rak248/VG_100K_2/2403222.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2351389.jpg,0.8258951306343079
4151830,4019,3986,0.37777777777777777,2404660,2367596,https://cs.stanford.edu/people/rak248/VG_100K_2/2404660.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2367596.jpg,0.7300675511360168
4245966,5781,1141,0.37777777777777777,2370487,2360294,https://cs.stanford.edu/people/rak248/VG_100K/2370487.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2360294.jpg,0.7597606778144836
10674715,4534,4069,0.37735849056603776,2396481,2408132,https://cs.stanford.edu/people/rak248/VG_100K_2/2396481.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2408132.jpg,0.8588017821311951
14118389,3602,2304,0.3770491803278688,2359332,2417908,https://cs.stanford.edu/people/rak248/VG_100K/2359332.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2417908.jpg,0.7080934047698975
4798768,3442,2012,0.375,108,2376383,https://cs.stanford.edu/people/rak248/VG_100K_2/108.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2376383.jpg,0.6847022771835327
17222688,6084,3522,0.375,2346081,2336231,https://cs.stanford.edu/people/rak248/VG_100K/2346081.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2336231.jpg,0.8526232838630676
5269558,2975,2232,0.375,2388315,2385427,https://cs.stanford.edu/people/rak248/VG_100K_2/2388315.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2385427.jpg,0.7234374284744263
5483060,3999,3190,0.375,2414264,2347940,https://cs.stanford.edu/people/rak248/VG_100K_2/2414264.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2347940.jpg,0.8944845199584961
378560,4700,160,0.375,2384231,2346021,https://cs.stanford.edu/people/rak248/VG_100K_2/2384231.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2346021.jpg,0.6940268278121948
3797082,6047,3012,0.375,2326675,2339727,https://cs.stanford.edu/people/rak248/VG_100K/2326675.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2339727.jpg,0.5953039526939392
11643279,3756,1805,0.37254901960784315,2367786,2395288,https://cs.stanford.edu/people/rak248/VG_100K/2367786.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2395288.jpg,0.6914294958114624
6918311,5957,1925,0.37254901960784315,2403318,2381594,https://cs.stanford.edu/people/rak248/VG_100K_2/2403318.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2381594.jpg,0.80886310338974
10623350,6036,3584,0.37254901960784315,2411144,2374486,https://cs.stanford.edu/people/rak248/VG_100K_2/2411144.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2374486.jpg,0.7659103274345398
5172030,6025,2791,0.37254901960784315,2400924,2410372,https://cs.stanford.edu/people/rak248/VG_100K_2/2400924.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2410372.jpg,0.6705424189567566
9674655,2378,1197,0.37037037037037035,2395666,2357557,https://cs.stanford.edu/people/rak248/VG_100K_2/2395666.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2357557.jpg,0.8839604258537292
10989251,1243,765,0.37037037037037035,2411947,2389861,https://cs.stanford.edu/people/rak248/VG_100K_2/2411947.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2389861.jpg,0.858361542224884
5881103,4005,1103,0.3695652173913043,2380096,2318111,https://cs.stanford.edu/people/rak248/VG_100K_2/2380096.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2318111.jpg,0.876878023147583
2040199,4115,2949,0.3695652173913043,2407029,2366214,https://cs.stanford.edu/people/rak248/VG_100K_2/2407029.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2366214.jpg,0.8381263613700867
21760,6096,4298,0.3684210526315789,2366802,2369077,https://cs.stanford.edu/people/rak248/VG_100K/2366802.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2369077.jpg,0.7423855066299438
17815342,2304,1988,0.36764705882352944,2417908,2370251,https://cs.stanford.edu/people/rak248/VG_100K_2/2417908.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2370251.jpg,0.7276706695556641
4060801,3998,310,0.3673469387755102,2360144,2393114,https://cs.stanford.edu/people/rak248/VG_100K/2360144.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2393114.jpg,0.5253089070320129
6430174,5711,3765,0.3673469387755102,2406633,2344264,https://cs.stanford.edu/people/rak248/VG_100K_2/2406633.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2344264.jpg,0.8498166799545288
7167495,4502,3521,0.3673469387755102,2409056,2346091,https://cs.stanford.edu/people/rak248/VG_100K_2/2409056.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2346091.jpg,0.75189208984375
10030755,2270,708,0.3673469387755102,2409783,2352121,https://cs.stanford.edu/people/rak248/VG_100K_2/2409783.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2352121.jpg,0.6850967407226562
14763259,2022,472,0.36666666666666664,2360005,2361641,https://cs.stanford.edu/people/rak248/VG_100K/2360005.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2361641.jpg,0.8239791393280029
1045326,2484,1869,0.36585365853658536,2401737,2398061,https://cs.stanford.edu/people/rak248/VG_100K_2/2401737.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2398061.jpg,0.7351157665252686
380009,5841,1520,0.36585365853658536,2385603,2329087,https://cs.stanford.edu/people/rak248/VG_100K_2/2385603.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2329087.jpg,0.8766560554504395
13982839,5347,488,0.36538461538461536,2370273,2394818,https://cs.stanford.edu/people/rak248/VG_100K/2370273.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2394818.jpg,0.8454883694648743
4492301,5784,3396,0.36363636363636365,2394074,2393508,https://cs.stanford.edu/people/rak248/VG_100K_2/2394074.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2393508.jpg,0.7764973640441895
3088729,3353,1486,0.36363636363636365,3495,2332366,https://cs.stanford.edu/people/rak248/VG_100K_2/3495.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2332366.jpg,0.6027282476425171
1626374,4723,2576,0.36363636363636365,2321555,2405922,https://cs.stanford.edu/people/rak248/VG_100K/2321555.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2405922.jpg,0.6879092454910278
3020835,4632,1402,0.36363636363636365,2366070,2332280,https://cs.stanford.edu/people/rak248/VG_100K/2366070.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2332280.jpg,0.5784942507743835
1154809,4264,2362,0.36363636363636365,2357100,2395012,https://cs.stanford.edu/people/rak248/VG_100K/2357100.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2395012.jpg,0.8670048117637634
5032948,2657,2256,0.3617021276595745,2342105,2366013,https://cs.stanford.edu/people/rak248/VG_100K/2342105.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2366013.jpg,0.7424675226211548
3042732,3765,3119,0.3617021276595745,2344264,2407416,https://cs.stanford.edu/people/rak248/VG_100K/2344264.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2407416.jpg,0.818065881729126
7148261,2672,2353,0.3617021276595745,2316572,2344833,https://cs.stanford.edu/people/rak248/VG_100K/2316572.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2344833.jpg,0.8555884957313538
4466032,4979,178,0.3617021276595745,2369038,2400952,https://cs.stanford.edu/people/rak248/VG_100K/2369038.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2400952.jpg,0.5337800979614258
6401350,2968,2944,0.3617021276595745,2351366,2323464,https://cs.stanford.edu/people/rak248/VG_100K/2351366.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2323464.jpg,0.7637081146240234
3879448,4247,506,0.3617021276595745,2368888,2335670,https://cs.stanford.edu/people/rak248/VG_100K/2368888.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2335670.jpg,0.7974775433540344
4566044,4747,3208,0.3617021276595745,1593127,2403943,https://cs.stanford.edu/people/rak248/VG_100K/1593127.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2403943.jpg,0.6060292720794678
3032603,3219,3143,0.3617021276595745,2365478,2373855,https://cs.stanford.edu/people/rak248/VG_100K/2365478.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2373855.jpg,0.6820785999298096
5039298,4589,2167,0.36,2399072,2373707,https://cs.stanford.edu/people/rak248/VG_100K_2/2399072.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2373707.jpg,0.8329781293869019
191617,5715,5464,0.358974358974359,2415469,2402722,https://cs.stanford.edu/people/rak248/VG_100K_2/2415469.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2402722.jpg,0.6060030460357666
66209,3978,2308,0.358974358974359,2409928,2405477,https://cs.stanford.edu/people/rak248/VG_100K_2/2409928.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2405477.jpg,0.7212979793548584
7062237,4189,936,0.3584905660377358,2407845,2402224,https://cs.stanford.edu/people/rak248/VG_100K_2/2407845.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2402224.jpg,0.8861744403839111
11636007,1380,723,0.3584905660377358,2371368,2329557,https://cs.stanford.edu/people/rak248/VG_100K/2371368.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2329557.jpg,0.6411736011505127
9875250,4069,2064,0.3584905660377358,2408132,2320101,https://cs.stanford.edu/people/rak248/VG_100K_2/2408132.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2320101.jpg,0.7366328239440918
838245,3050,2968,0.35714285714285715,2343325,2351366,https://cs.stanford.edu/people/rak248/VG_100K/2343325.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2351366.jpg,0.6920384168624878
729811,4485,4370,0.35714285714285715,3617,2350641,https://cs.stanford.edu/people/rak248/VG_100K_2/3617.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2350641.jpg,0.6191152334213257
9300385,4161,77,0.35714285714285715,2392056,2405054,https://cs.stanford.edu/people/rak248/VG_100K_2/2392056.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2405054.jpg,0.8862155675888062
856635,5409,5347,0.35714285714285715,2380949,2370273,https://cs.stanford.edu/people/rak248/VG_100K_2/2380949.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2370273.jpg,0.8940752744674683
10961011,4978,818,0.35714285714285715,2378405,2377940,https://cs.stanford.edu/people/rak248/VG_100K_2/2378405.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2377940.jpg,0.7625730037689209
492452,4867,1080,0.35714285714285715,2404893,589,https://cs.stanford.edu/people/rak248/VG_100K_2/2404893.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/589.jpg,0.5980919003486633
10113271,4495,4319,0.35714285714285715,2375067,2346211,https://cs.stanford.edu/people/rak248/VG_100K/2375067.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2346211.jpg,0.7770216464996338
11018450,1958,1456,0.3559322033898305,2387687,2408244,https://cs.stanford.edu/people/rak248/VG_100K_2/2387687.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2408244.jpg,0.7627227306365967
2618078,4872,2989,0.35555555555555557,2386218,2366063,https://cs.stanford.edu/people/rak248/VG_100K_2/2386218.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2366063.jpg,0.7943238615989685
3937557,6100,5200,0.35555555555555557,2358362,2360822,https://cs.stanford.edu/people/rak248/VG_100K/2358362.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2360822.jpg,0.786384105682373
3555792,4281,879,0.3541666666666667,2363334,2336783,https://cs.stanford.edu/people/rak248/VG_100K/2363334.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2336783.jpg,0.8273420333862305
7078888,943,482,0.3541666666666667,2319623,3851,https://cs.stanford.edu/people/rak248/VG_100K/2319623.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/3851.jpg,0.43656373023986816
3589897,887,379,0.3541666666666667,2364939,2413267,https://cs.stanford.edu/people/rak248/VG_100K/2364939.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2413267.jpg,0.6993359327316284
14121584,6016,3602,0.35384615384615387,2318076,2359332,https://cs.stanford.edu/people/rak248/VG_100K/2318076.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2359332.jpg,0.7487109899520874
12070900,3431,2717,0.35294117647058826,2397126,2361347,https://cs.stanford.edu/people/rak248/VG_100K_2/2397126.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2361347.jpg,0.6885001063346863
10164058,5910,3307,0.35294117647058826,2364673,2397057,https://cs.stanford.edu/people/rak248/VG_100K/2364673.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2397057.jpg,0.5284786820411682
8117281,3208,1337,0.35185185185185186,2403943,2325406,https://cs.stanford.edu/people/rak248/VG_100K_2/2403943.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2325406.jpg,0.7692521810531616
7792323,5138,3237,0.35185185185185186,2330659,2351081,https://cs.stanford.edu/people/rak248/VG_100K/2330659.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2351081.jpg,0.7439931035041809
12755878,5240,4113,0.35185185185185186,2327050,2344712,https://cs.stanford.edu/people/rak248/VG_100K/2327050.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2344712.jpg,0.49836161732673645
9796709,5873,3675,0.3508771929824561,2319277,2322415,https://cs.stanford.edu/people/rak248/VG_100K/2319277.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2322415.jpg,0.7613263726234436
151459,2769,2218,0.35,2350027,2341090,https://cs.stanford.edu/people/rak248/VG_100K/2350027.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2341090.jpg,0.8034406304359436
209910,4057,2251,0.35,2405033,2401003,https://cs.stanford.edu/people/rak248/VG_100K_2/2405033.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2401003.jpg,0.8234018683433533
456343,6073,4057,0.35,2401241,2405033,https://cs.stanford.edu/people/rak248/VG_100K_2/2401241.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2405033.jpg,0.575249969959259
457575,4370,2593,0.35,2350641,2411573,https://cs.stanford.edu/people/rak248/VG_100K/2350641.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2411573.jpg,0.6663198471069336
135872,6081,3978,0.35,2342297,2409928,https://cs.stanford.edu/people/rak248/VG_100K/2342297.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2409928.jpg,0.753380298614502
1035766,3800,2011,0.3488372093023256,2376033,2396995,https://cs.stanford.edu/people/rak248/VG_100K/2376033.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2396995.jpg,0.8722143173217773
1615125,5137,3431,0.3488372093023256,2385293,2397126,https://cs.stanford.edu/people/rak248/VG_100K_2/2385293.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2397126.jpg,0.7308723330497742
1103480,2314,566,0.3488372093023256,2360283,2359487,https://cs.stanford.edu/people/rak248/VG_100K/2360283.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2359487.jpg,0.5402249693870544
1511336,4272,4091,0.3488372093023256,2349803,2375744,https://cs.stanford.edu/people/rak248/VG_100K/2349803.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2375744.jpg,0.7393218278884888
17753901,6069,699,0.3484848484848485,2345213,2382131,https://cs.stanford.edu/people/rak248/VG_100K/2345213.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2382131.jpg,0.6759490966796875
5916626,5976,3918,0.34782608695652173,2398330,2342217,https://cs.stanford.edu/people/rak248/VG_100K_2/2398330.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2342217.jpg,0.6474040746688843
4352012,6123,3405,0.34782608695652173,2334257,2406624,https://cs.stanford.edu/people/rak248/VG_100K/2334257.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2406624.jpg,0.6186679005622864
2332752,2362,1545,0.34782608695652173,2395012,2358990,https://cs.stanford.edu/people/rak248/VG_100K_2/2395012.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2358990.jpg,0.921170175075531
5558138,3027,1026,0.34782608695652173,2349509,2335567,https://cs.stanford.edu/people/rak248/VG_100K/2349509.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2335567.jpg,0.8943796157836914
