,id1,id1.1,url1,url2,jac_ind
5313892,2413348,2413348,https://cs.stanford.edu/people/rak248/VG_100K_2/2413348.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2369244.jpg,0.0410958904109589
5866255,2316921,2316921,https://cs.stanford.edu/people/rak248/VG_100K/2316921.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2355253.jpg,0.0379746835443038
293605,2407128,2407128,https://cs.stanford.edu/people/rak248/VG_100K_2/2407128.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2329003.jpg,0.0357142857142857
916303,2318855,2318855,https://cs.stanford.edu/people/rak248/VG_100K/2318855.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2400433.jpg,0.0317460317460317
5462265,2408072,2408072,https://cs.stanford.edu/people/rak248/VG_100K_2/2408072.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2400201.jpg,0.0428571428571428
2049217,2369059,2369059,https://cs.stanford.edu/people/rak248/VG_100K/2369059.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2325861.jpg,0.0461538461538461
5009953,2400720,2400720,https://cs.stanford.edu/people/rak248/VG_100K_2/2400720.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2398615.jpg,0.0410958904109589
4405201,2327587,2327587,https://cs.stanford.edu/people/rak248/VG_100K/2327587.jpg,https://cs.stanford.edu/people/rak248/VG_100K/150307.jpg,0.0454545454545454
4134747,2410627,2410627,https://cs.stanford.edu/people/rak248/VG_100K_2/2410627.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2348256.jpg,0.0394736842105263
3815019,2400645,2400645,https://cs.stanford.edu/people/rak248/VG_100K_2/2400645.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2351489.jpg,0.027027027027027
3280770,713894,713894,https://cs.stanford.edu/people/rak248/VG_100K/713894.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2401003.jpg,0.046875
3310519,2316840,2316840,https://cs.stanford.edu/people/rak248/VG_100K/2316840.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2321180.jpg,0.0483870967741935
4908525,2320403,2320403,https://cs.stanford.edu/people/rak248/VG_100K/2320403.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2401557.jpg,0.028169014084507
3443766,2371067,2371067,https://cs.stanford.edu/people/rak248/VG_100K/2371067.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2375273.jpg,0.027027027027027
5866032,2355253,2355253,https://cs.stanford.edu/people/rak248/VG_100K/2355253.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2317376.jpg,0.0481927710843373
280997,2381724,2381724,https://cs.stanford.edu/people/rak248/VG_100K_2/2381724.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2366697.jpg,0.0175438596491228
5815608,2391819,2391819,https://cs.stanford.edu/people/rak248/VG_100K_2/2391819.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2410367.jpg,0.0235294117647058
4964437,2349760,2349760,https://cs.stanford.edu/people/rak248/VG_100K/2349760.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2353687.jpg,0.0289855072463768
1536160,2343519,2343519,https://cs.stanford.edu/people/rak248/VG_100K/2343519.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2324609.jpg,0.0338983050847457
5644098,2335431,2335431,https://cs.stanford.edu/people/rak248/VG_100K/2335431.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2383184.jpg,0.0246913580246913
3992237,2385127,2385127,https://cs.stanford.edu/people/rak248/VG_100K_2/2385127.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2362613.jpg,0.0422535211267605
2212174,2381440,2381440,https://cs.stanford.edu/people/rak248/VG_100K_2/2381440.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2364103.jpg,0.03125
2521195,2417591,2417591,https://cs.stanford.edu/people/rak248/VG_100K_2/2417591.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2344833.jpg,0.0476190476190476
4296952,2374410,2374410,https://cs.stanford.edu/people/rak248/VG_100K/2374410.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2315404.jpg,0.0129870129870129
4957086,2345115,2345115,https://cs.stanford.edu/people/rak248/VG_100K/2345115.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2412152.jpg,0.0422535211267605
1179700,2325091,2325091,https://cs.stanford.edu/people/rak248/VG_100K/2325091.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2360889.jpg,0.032258064516129
6251809,2413964,2413964,https://cs.stanford.edu/people/rak248/VG_100K_2/2413964.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2340037.jpg,0.0319148936170212
3268284,2371410,2371410,https://cs.stanford.edu/people/rak248/VG_100K/2371410.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2367824.jpg,0.0149253731343283
3758298,2358135,2358135,https://cs.stanford.edu/people/rak248/VG_100K/2358135.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2367362.jpg,0.0307692307692307
2218237,2357463,2357463,https://cs.stanford.edu/people/rak248/VG_100K/2357463.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2367184.jpg,0.044776119402985
5915732,2356204,2356204,https://cs.stanford.edu/people/rak248/VG_100K/2356204.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2318685.jpg,0.0357142857142857
2858036,2374349,2374349,https://cs.stanford.edu/people/rak248/VG_100K/2374349.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2358425.jpg,0.044776119402985
3733188,2406661,2406661,https://cs.stanford.edu/people/rak248/VG_100K_2/2406661.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2366796.jpg,0.0410958904109589
2984166,2367995,2367995,https://cs.stanford.edu/people/rak248/VG_100K/2367995.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2334883.jpg,0.0454545454545454
5101585,2359050,2359050,https://cs.stanford.edu/people/rak248/VG_100K/2359050.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2332116.jpg,0.0365853658536585
1426093,2316297,2316297,https://cs.stanford.edu/people/rak248/VG_100K/2316297.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2356916.jpg,0.0476190476190476
949566,2320249,2320249,https://cs.stanford.edu/people/rak248/VG_100K/2320249.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2376500.jpg,0.0491803278688524
2103213,2373234,2373234,https://cs.stanford.edu/people/rak248/VG_100K/2373234.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2343972.jpg,0.0317460317460317
5161967,2353079,2353079,https://cs.stanford.edu/people/rak248/VG_100K/2353079.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2367794.jpg,0.0235294117647058
757708,2323001,2323001,https://cs.stanford.edu/people/rak248/VG_100K/2323001.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2373600.jpg,0.0161290322580645
6039553,2382421,2382421,https://cs.stanford.edu/people/rak248/VG_100K_2/2382421.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2342159.jpg,0.048780487804878
5647624,2413162,2413162,https://cs.stanford.edu/people/rak248/VG_100K_2/2413162.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2353184.jpg,0.0105263157894736
5078493,2385656,2385656,https://cs.stanford.edu/people/rak248/VG_100K_2/2385656.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2416264.jpg,0.0389610389610389
3683382,2363526,2363526,https://cs.stanford.edu/people/rak248/VG_100K/2363526.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2358268.jpg,0.046875
4272002,2377752,2377752,https://cs.stanford.edu/people/rak248/VG_100K_2/2377752.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2389688.jpg,0.0277777777777777
3271660,2317539,2317539,https://cs.stanford.edu/people/rak248/VG_100K/2317539.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2368994.jpg,0.0294117647058823
1128857,2400900,2400900,https://cs.stanford.edu/people/rak248/VG_100K_2/2400900.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2351361.jpg,0.0344827586206896
1381003,2348734,2348734,https://cs.stanford.edu/people/rak248/VG_100K/2348734.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2375537.jpg,0.0344827586206896
1544683,2345954,2345954,https://cs.stanford.edu/people/rak248/VG_100K/2345954.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2365969.jpg,0.0338983050847457
4332996,2376076,2376076,https://cs.stanford.edu/people/rak248/VG_100K/2376076.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2394744.jpg,0.0133333333333333
4907181,2374778,2374778,https://cs.stanford.edu/people/rak248/VG_100K/2374778.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2401557.jpg,0.0123456790123456
3069677,2374103,2374103,https://cs.stanford.edu/people/rak248/VG_100K/2374103.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2375483.jpg,0.0307692307692307
2569866,2333787,2333787,https://cs.stanford.edu/people/rak248/VG_100K/2333787.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2380528.jpg,0.0138888888888888
1067287,2381541,2381541,https://cs.stanford.edu/people/rak248/VG_100K_2/2381541.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2411140.jpg,0.0317460317460317
4184801,2376100,2376100,https://cs.stanford.edu/people/rak248/VG_100K/2376100.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2346025.jpg,0.0138888888888888
5432979,2360237,2360237,https://cs.stanford.edu/people/rak248/VG_100K/2360237.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2389034.jpg,0.0422535211267605
3476690,2400862,2400862,https://cs.stanford.edu/people/rak248/VG_100K_2/2400862.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2363162.jpg,0.0410958904109589
159991,2362917,2362917,https://cs.stanford.edu/people/rak248/VG_100K/2362917.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2388295.jpg,0.0185185185185185
1297486,2368063,2368063,https://cs.stanford.edu/people/rak248/VG_100K/2368063.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2376237.jpg,0.0166666666666666
3442517,2319093,2319093,https://cs.stanford.edu/people/rak248/VG_100K/2319093.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2347360.jpg,0.0317460317460317
3905698,2372378,2372378,https://cs.stanford.edu/people/rak248/VG_100K/2372378.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2349750.jpg,0.027027027027027
4284410,2407500,2407500,https://cs.stanford.edu/people/rak248/VG_100K_2/2407500.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2413880.jpg,0.044776119402985
5950720,2322150,2322150,https://cs.stanford.edu/people/rak248/VG_100K/2322150.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2323199.jpg,0.0416666666666666
2934316,2328280,2328280,https://cs.stanford.edu/people/rak248/VG_100K/2328280.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2316943.jpg,0.028169014084507
331240,2340155,2340155,https://cs.stanford.edu/people/rak248/VG_100K/2340155.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2347135.jpg,0.0175438596491228
297762,2359384,2359384,https://cs.stanford.edu/people/rak248/VG_100K/2359384.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2416846.jpg,0.037037037037037
1645408,2385512,2385512,https://cs.stanford.edu/people/rak248/VG_100K_2/2385512.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2330147.jpg,0.0491803278688524
4060159,2372138,2372138,https://cs.stanford.edu/people/rak248/VG_100K/2372138.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2322011.jpg,0.0461538461538461
998060,2364257,2364257,https://cs.stanford.edu/people/rak248/VG_100K/2364257.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2374486.jpg,0.05
4616576,2383119,2383119,https://cs.stanford.edu/people/rak248/VG_100K_2/2383119.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2356077.jpg,0.044776119402985
134521,1053,1053,https://cs.stanford.edu/people/rak248/VG_100K_2/1053.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2415030.jpg,0.0384615384615384
1087547,2375947,2375947,https://cs.stanford.edu/people/rak248/VG_100K/2375947.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2317814.jpg,0.03125
4599434,2392738,2392738,https://cs.stanford.edu/people/rak248/VG_100K_2/2392738.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2337102.jpg,0.0294117647058823
2656834,2378852,2378852,https://cs.stanford.edu/people/rak248/VG_100K_2/2378852.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2394477.jpg,0.0298507462686567
1279035,2391245,2391245,https://cs.stanford.edu/people/rak248/VG_100K_2/2391245.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2410673.jpg,0.032258064516129
4576154,2354833,2354833,https://cs.stanford.edu/people/rak248/VG_100K/2354833.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2378427.jpg,0.024390243902439
4912413,2408055,2408055,https://cs.stanford.edu/people/rak248/VG_100K_2/2408055.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2414309.jpg,0.037037037037037
5819288,2349293,2349293,https://cs.stanford.edu/people/rak248/VG_100K/2349293.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2377341.jpg,0.0348837209302325
6143899,2349224,2349224,https://cs.stanford.edu/people/rak248/VG_100K/2349224.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2413691.jpg,0.032258064516129
5446586,2365180,2365180,https://cs.stanford.edu/people/rak248/VG_100K/2365180.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2881.jpg,0.0410958904109589
4896369,2345954,2345954,https://cs.stanford.edu/people/rak248/VG_100K/2345954.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2344759.jpg,0.0441176470588235
2114916,2317173,2317173,https://cs.stanford.edu/people/rak248/VG_100K/2317173.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2388943.jpg,0.0289855072463768
1499730,1592114,1592114,https://cs.stanford.edu/people/rak248/VG_100K/1592114.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2372460.jpg,0.046875
175632,2344969,2344969,https://cs.stanford.edu/people/rak248/VG_100K/2344969.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2388109.jpg,0.037037037037037
905003,2400953,2400953,https://cs.stanford.edu/people/rak248/VG_100K_2/2400953.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2329528.jpg,0.0338983050847457
4934861,2331946,2331946,https://cs.stanford.edu/people/rak248/VG_100K/2331946.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2316978.jpg,0.028169014084507
1162133,2318700,2318700,https://cs.stanford.edu/people/rak248/VG_100K/2318700.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2338414.jpg,0.0338983050847457
5093957,2374472,2374472,https://cs.stanford.edu/people/rak248/VG_100K/2374472.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2320613.jpg,0.0405405405405405
4015776,2377914,2377914,https://cs.stanford.edu/people/rak248/VG_100K_2/2377914.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2339104.jpg,0.0389610389610389
257545,61541,61541,https://cs.stanford.edu/people/rak248/VG_100K/61541.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2335093.jpg,0.0363636363636363
3848628,2390377,2390377,https://cs.stanford.edu/people/rak248/VG_100K_2/2390377.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2342467.jpg,0.0434782608695652
1249127,2380412,2380412,https://cs.stanford.edu/people/rak248/VG_100K_2/2380412.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2385163.jpg,0.03125
4851320,2316072,2316072,https://cs.stanford.edu/people/rak248/VG_100K/2316072.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2373396.jpg,0.0441176470588235
1448788,2318039,2318039,https://cs.stanford.edu/people/rak248/VG_100K/2318039.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2353429.jpg,0.0169491525423728
5771133,2344362,2344362,https://cs.stanford.edu/people/rak248/VG_100K/2344362.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2354138.jpg,0.036144578313253
3682787,2372871,2372871,https://cs.stanford.edu/people/rak248/VG_100K/2372871.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2360537.jpg,0.0151515151515151
4703652,4193,4193,https://cs.stanford.edu/people/rak248/VG_100K_2/4193.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2416246.jpg,0.044776119402985
1451849,2409862,2409862,https://cs.stanford.edu/people/rak248/VG_100K_2/2409862.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2317026.jpg,0.0166666666666666
2654888,2378304,2378304,https://cs.stanford.edu/people/rak248/VG_100K_2/2378304.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2395331.jpg,0.0144927536231884
1574396,2344609,2344609,https://cs.stanford.edu/people/rak248/VG_100K/2344609.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2411817.jpg,0.0153846153846153
1857198,2323500,2323500,https://cs.stanford.edu/people/rak248/VG_100K/2323500.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2324509.jpg,0.0483870967741935
3596147,2319830,2319830,https://cs.stanford.edu/people/rak248/VG_100K/2319830.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2352668.jpg,0.028169014084507
1020980,2373842,2373842,https://cs.stanford.edu/people/rak248/VG_100K/2373842.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2330813.jpg,0.0163934426229508
1985844,2345834,2345834,https://cs.stanford.edu/people/rak248/VG_100K/2345834.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2376351.jpg,0.0142857142857142
4310887,2349688,2349688,https://cs.stanford.edu/people/rak248/VG_100K/2349688.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2381456.jpg,0.0441176470588235
2059978,2409471,2409471,https://cs.stanford.edu/people/rak248/VG_100K_2/2409471.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2323453.jpg,0.0307692307692307
948666,2379818,2379818,https://cs.stanford.edu/people/rak248/VG_100K_2/2379818.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2397929.jpg,0.0169491525423728
4088831,2407549,2407549,https://cs.stanford.edu/people/rak248/VG_100K_2/2407549.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2354381.jpg,0.0140845070422535
2299599,2323478,2323478,https://cs.stanford.edu/people/rak248/VG_100K/2323478.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2411495.jpg,0.0333333333333333
4299330,2357463,2357463,https://cs.stanford.edu/people/rak248/VG_100K/2357463.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2386342.jpg,0.04
971020,2351215,2351215,https://cs.stanford.edu/people/rak248/VG_100K/2351215.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2405721.jpg,0.0161290322580645
574546,2354376,2354376,https://cs.stanford.edu/people/rak248/VG_100K/2354376.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2375306.jpg,0.0175438596491228
94243,2379249,2379249,https://cs.stanford.edu/people/rak248/VG_100K_2/2379249.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2387264.jpg,0.0185185185185185
3902063,2362984,2362984,https://cs.stanford.edu/people/rak248/VG_100K/2362984.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2412685.jpg,0.0434782608695652
479613,2369553,2369553,https://cs.stanford.edu/people/rak248/VG_100K/2369553.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2382531.jpg,0.0344827586206896
2904546,2377982,2377982,https://cs.stanford.edu/people/rak248/VG_100K_2/2377982.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2344999.jpg,0.0317460317460317
6055946,2318998,2318998,https://cs.stanford.edu/people/rak248/VG_100K/2318998.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2353642.jpg,0.034090909090909
5258514,2380560,2380560,https://cs.stanford.edu/people/rak248/VG_100K_2/2380560.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2339668.jpg,0.0285714285714285
780492,2399941,2399941,https://cs.stanford.edu/people/rak248/VG_100K_2/2399941.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2393625.jpg,0.0333333333333333
5599220,2346138,2346138,https://cs.stanford.edu/people/rak248/VG_100K/2346138.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2368985.jpg,0.036144578313253
120399,2317774,2317774,https://cs.stanford.edu/people/rak248/VG_100K/2317774.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2369484.jpg,0.0384615384615384
828038,2399311,2399311,https://cs.stanford.edu/people/rak248/VG_100K_2/2399311.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2357812.jpg,0.0491803278688524
649480,2406242,2406242,https://cs.stanford.edu/people/rak248/VG_100K_2/2406242.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2397928.jpg,0.0172413793103448
1539518,2407482,2407482,https://cs.stanford.edu/people/rak248/VG_100K_2/2407482.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2394670.jpg,0.0166666666666666
5342119,2330524,2330524,https://cs.stanford.edu/people/rak248/VG_100K/2330524.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2401020.jpg,0.037037037037037
87111,2388993,2388993,https://cs.stanford.edu/people/rak248/VG_100K_2/2388993.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2374504.jpg,0.0185185185185185
3223135,2404409,2404409,https://cs.stanford.edu/people/rak248/VG_100K_2/2404409.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2352997.jpg,0.028169014084507
6032568,2406669,2406669,https://cs.stanford.edu/people/rak248/VG_100K_2/2406669.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2366335.jpg,0.0476190476190476
2589275,2373087,2373087,https://cs.stanford.edu/people/rak248/VG_100K/2373087.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2354880.jpg,0.0428571428571428
760158,2348867,2348867,https://cs.stanford.edu/people/rak248/VG_100K/2348867.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2364311.jpg,0.0491803278688524
5839726,2365614,2365614,https://cs.stanford.edu/people/rak248/VG_100K/2365614.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2361386.jpg,0.034090909090909
5671715,2361508,2361508,https://cs.stanford.edu/people/rak248/VG_100K/2361508.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2351639.jpg,0.0375
1973553,2371207,2371207,https://cs.stanford.edu/people/rak248/VG_100K/2371207.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2395373.jpg,0.0289855072463768
2888484,2385899,2385899,https://cs.stanford.edu/people/rak248/VG_100K_2/2385899.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2383741.jpg,0.0454545454545454
2197766,2333787,2333787,https://cs.stanford.edu/people/rak248/VG_100K/2333787.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2352138.jpg,0.0285714285714285
4868918,2362785,2362785,https://cs.stanford.edu/people/rak248/VG_100K/2362785.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2374568.jpg,0.044776119402985
3981453,2368653,2368653,https://cs.stanford.edu/people/rak248/VG_100K/2368653.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2337781.jpg,0.0394736842105263
5340530,2335040,2335040,https://cs.stanford.edu/people/rak248/VG_100K/2335040.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2362437.jpg,0.05
5922161,2373651,2373651,https://cs.stanford.edu/people/rak248/VG_100K/2373651.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2411161.jpg,0.0256410256410256
3635339,2362161,2362161,https://cs.stanford.edu/people/rak248/VG_100K/2362161.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2392318.jpg,0.0266666666666666
313340,2398839,2398839,https://cs.stanford.edu/people/rak248/VG_100K_2/2398839.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2335461.jpg,0.0350877192982456
2947339,2371377,2371377,https://cs.stanford.edu/people/rak248/VG_100K/2371377.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2375302.jpg,0.0149253731343283
2267169,2393062,2393062,https://cs.stanford.edu/people/rak248/VG_100K_2/2393062.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2385286.jpg,0.0491803278688524
