,Unnamed: 0.1,Unnamed: 0,pic1,pic2,jac_ind,id1,id2,url1,url2,clipscore,keep
47,137,2332752,2362,1545,0.3478260869565217,2395012,2358990,https://cs.stanford.edu/people/rak248/VG_100K_2/2395012.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2358990.jpg,0.921170175075531,1
48,138,5558138,3027,1026,0.3478260869565217,2349509,2335567,https://cs.stanford.edu/people/rak248/VG_100K/2349509.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2335567.jpg,0.8943796157836914,1
49,144,7976524,1986,1892,0.3469387755102041,2374504,2375547,https://cs.stanford.edu/people/rak248/VG_100K/2374504.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2375547.jpg,0.876059353351593,1
51,147,6554161,2475,1917,0.3461538461538461,2354789,2328484,https://cs.stanford.edu/people/rak248/VG_100K/2354789.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2328484.jpg,0.8789478540420532,1
53,149,11200029,4846,473,0.3454545454545454,2371455,2363778,https://cs.stanford.edu/people/rak248/VG_100K/2371455.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2363778.jpg,0.8135038614273071,1
55,157,489919,6043,4912,0.3414634146341463,2344120,2375372,https://cs.stanford.edu/people/rak248/VG_100K/2344120.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2375372.jpg,0.8552526831626892,1
57,161,2738208,4407,2731,0.3409090909090909,2407681,2346956,https://cs.stanford.edu/people/rak248/VG_100K_2/2407681.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2346956.jpg,0.8000481128692627,1
61,186,9992887,5801,3163,0.3333333333333333,2335275,2378694,https://cs.stanford.edu/people/rak248/VG_100K/2335275.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2378694.jpg,0.8802259564399719,1
62,192,3799398,2005,900,0.3333333333333333,2404325,2326212,https://cs.stanford.edu/people/rak248/VG_100K_2/2404325.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2326212.jpg,0.9541940689086914,1
64,196,2325946,982,671,0.3333333333333333,2375645,2365071,https://cs.stanford.edu/people/rak248/VG_100K/2375645.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2365071.jpg,0.823930025100708,1
65,198,13136665,4237,4162,0.3333333333333333,2390139,2390289,https://cs.stanford.edu/people/rak248/VG_100K_2/2390139.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2390289.jpg,0.838253378868103,1
66,199,44115,2222,1244,0.3333333333333333,2394815,2402489,https://cs.stanford.edu/people/rak248/VG_100K_2/2394815.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2402489.jpg,0.8640714287757874,1
67,201,2612833,2214,1256,0.3333333333333333,2347417,2370806,https://cs.stanford.edu/people/rak248/VG_100K/2347417.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2370806.jpg,0.8521281480789185,1
68,215,339299,4149,1277,0.3333333333333333,2377948,2390009,https://cs.stanford.edu/people/rak248/VG_100K_2/2377948.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2390009.jpg,0.8216531276702881,1
71,228,5092431,2441,772,0.3265306122448979,2401601,2398179,https://cs.stanford.edu/people/rak248/VG_100K_2/2401601.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2398179.jpg,0.8488170504570007,1
74,243,5075491,5888,4892,0.3260869565217391,2392027,2318039,https://cs.stanford.edu/people/rak248/VG_100K_2/2392027.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2318039.jpg,0.9239680767059326,1
75,248,821484,5322,1986,0.3255813953488372,2378920,2374504,https://cs.stanford.edu/people/rak248/VG_100K_2/2378920.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2374504.jpg,0.8848798871040344,1
76,252,97908,3778,197,0.325,2395995,2365978,https://cs.stanford.edu/people/rak248/VG_100K_2/2395995.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2365978.jpg,0.9024897813796996,1
78,256,15621061,5785,5549,0.3225806451612903,2380057,2361512,https://cs.stanford.edu/people/rak248/VG_100K_2/2380057.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2361512.jpg,0.8289484977722168,1
81,262,10358565,4847,2451,0.320754716981132,2365511,2349358,https://cs.stanford.edu/people/rak248/VG_100K/2365511.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2349358.jpg,0.8803174495697021,1
84,272,8757710,3715,3162,0.32,2410320,2392096,https://cs.stanford.edu/people/rak248/VG_100K_2/2410320.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2392096.jpg,0.8276762962341309,1
86,280,8137807,4701,4320,0.32,2394441,2390479,https://cs.stanford.edu/people/rak248/VG_100K_2/2394441.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2390479.jpg,0.8048253059387207,1
87,284,4957833,3015,1711,0.3191489361702128,2354731,2317671,https://cs.stanford.edu/people/rak248/VG_100K/2354731.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2317671.jpg,0.8980065584182739,1
88,285,3389459,4517,1237,0.3191489361702128,2417582,2317212,https://cs.stanford.edu/people/rak248/VG_100K_2/2417582.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2317212.jpg,0.8421598672866821,1
90,298,1526490,6042,3958,0.3181818181818182,2324625,2371643,https://cs.stanford.edu/people/rak248/VG_100K/2324625.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2371643.jpg,0.8346730470657349,1
92,302,1370714,5241,543,0.3181818181818182,2361713,2371287,https://cs.stanford.edu/people/rak248/VG_100K/2361713.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2371287.jpg,0.8488301038742065,1
93,305,18894766,488,455,0.3181818181818182,2394818,2393290,https://cs.stanford.edu/people/rak248/VG_100K_2/2394818.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2393290.jpg,0.8695228695869446,1
94,306,871588,3678,1980,0.3181818181818182,2389677,2407100,https://cs.stanford.edu/people/rak248/VG_100K_2/2389677.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2407100.jpg,0.9088050723075868,1
95,309,221755,4034,2735,0.3170731707317073,2380455,2330545,https://cs.stanford.edu/people/rak248/VG_100K_2/2380455.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2330545.jpg,0.8170710802078247,1
96,325,11735679,4333,3941,0.3137254901960784,2399876,2346161,https://cs.stanford.edu/people/rak248/VG_100K_2/2399876.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2346161.jpg,0.90678071975708,1
97,326,8057951,4805,923,0.3137254901960784,2318241,2408932,https://cs.stanford.edu/people/rak248/VG_100K/2318241.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2408932.jpg,0.8890141248703003,1
98,328,4212126,3464,3311,0.3137254901960784,2328245,2377524,https://cs.stanford.edu/people/rak248/VG_100K/2328245.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2377524.jpg,0.8976036310195923,1
101,337,4768132,5187,2820,0.3137254901960784,2388268,2348867,https://cs.stanford.edu/people/rak248/VG_100K_2/2388268.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2348867.jpg,0.8710514903068542,1
104,347,15669962,5477,4141,0.3125,2368769,2345263,https://cs.stanford.edu/people/rak248/VG_100K/2368769.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2345263.jpg,0.8437497615814209,1
105,352,3397961,3112,46,0.3111111111111111,2387332,2411627,https://cs.stanford.edu/people/rak248/VG_100K_2/2387332.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2411627.jpg,0.8231168389320374,1
113,377,14573164,1851,1390,0.3090909090909091,2366145,2372297,https://cs.stanford.edu/people/rak248/VG_100K/2366145.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2372297.jpg,0.8892785310745239,1
114,379,5963827,4678,4223,0.3090909090909091,2347026,2318001,https://cs.stanford.edu/people/rak248/VG_100K/2347026.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2318001.jpg,0.8098850250244141,1
116,388,6270953,5288,4711,0.3076923076923077,2414568,2339903,https://cs.stanford.edu/people/rak248/VG_100K_2/2414568.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2339903.jpg,0.8190969824790955,1
118,393,7043782,4807,4655,0.3061224489795918,2321887,2318391,https://cs.stanford.edu/people/rak248/VG_100K/2321887.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2318391.jpg,0.8361915946006775,1
121,413,2510103,4933,3315,0.3043478260869565,2379198,2377896,https://cs.stanford.edu/people/rak248/VG_100K_2/2379198.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2377896.jpg,0.803247332572937,1
122,419,1804948,5796,2960,0.3043478260869565,2372247,2401198,https://cs.stanford.edu/people/rak248/VG_100K/2372247.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2401198.jpg,0.8829746246337891,1
124,428,10465090,3729,905,0.3035714285714285,2333124,2366827,https://cs.stanford.edu/people/rak248/VG_100K/2333124.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2366827.jpg,0.8522211909294128,1
126,432,1311568,5164,3172,0.3023255813953488,2385451,2356905,https://cs.stanford.edu/people/rak248/VG_100K_2/2385451.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2356905.jpg,0.8157848715782166,1
128,436,18000733,2992,1524,0.3013698630136986,2412563,2391729,https://cs.stanford.edu/people/rak248/VG_100K_2/2412563.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2391729.jpg,0.8277451992034912,1
130,439,10281013,4736,2486,0.3,2378270,2417538,https://cs.stanford.edu/people/rak248/VG_100K_2/2378270.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2417538.jpg,0.8129449486732483,1
131,441,7593816,4865,2957,0.3,2355145,2393467,https://cs.stanford.edu/people/rak248/VG_100K/2355145.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2393467.jpg,0.8247895836830139,1
135,470,1698065,5859,5857,0.2978723404255319,2359148,2367995,https://cs.stanford.edu/people/rak248/VG_100K/2359148.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2367995.jpg,0.8036554455757141,1
138,489,4876282,1376,838,0.2962962962962963,2340179,2318670,https://cs.stanford.edu/people/rak248/VG_100K/2340179.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2318670.jpg,0.8992285132408142,1
140,529,10993265,5994,1243,0.293103448275862,2396189,2411947,https://cs.stanford.edu/people/rak248/VG_100K_2/2396189.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2411947.jpg,0.8460353016853333,1
143,533,11315386,765,487,0.293103448275862,2389861,2394386,https://cs.stanford.edu/people/rak248/VG_100K_2/2389861.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2394386.jpg,0.8733441829681396,1
144,534,8929202,3410,1412,0.293103448275862,3630,2362430,https://cs.stanford.edu/people/rak248/VG_100K_2/3630.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2362430.jpg,0.863776445388794,1
145,538,4102801,4103,3313,0.2916666666666667,2346951,2342082,https://cs.stanford.edu/people/rak248/VG_100K/2346951.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2342082.jpg,0.8578720092773438,1
146,543,2075900,2137,346,0.2916666666666667,2367752,2395209,https://cs.stanford.edu/people/rak248/VG_100K/2367752.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2395209.jpg,0.9072741866111756,1
147,549,4846641,6144,4442,0.2916666666666667,2405899,2386575,https://cs.stanford.edu/people/rak248/VG_100K_2/2405899.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2386575.jpg,0.8448532223701477,1
148,553,3041603,3119,964,0.2916666666666667,2407416,2394509,https://cs.stanford.edu/people/rak248/VG_100K_2/2407416.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2394509.jpg,0.8854734897613525,1
151,558,8602322,2751,2632,0.2909090909090909,2380361,2407660,https://cs.stanford.edu/people/rak248/VG_100K_2/2380361.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2407660.jpg,0.8726757168769836,1
153,567,17824359,5847,5413,0.2903225806451613,2358050,2400505,https://cs.stanford.edu/people/rak248/VG_100K/2358050.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2400505.jpg,0.8917562961578369,1
154,569,14644357,4793,2699,0.2898550724637681,2360645,2404875,https://cs.stanford.edu/people/rak248/VG_100K/2360645.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2404875.jpg,0.847262442111969,1
155,575,2294802,5486,3951,0.2888888888888888,2413787,2402376,https://cs.stanford.edu/people/rak248/VG_100K_2/2413787.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2402376.jpg,0.81606125831604,1
158,596,11028489,2746,1509,0.288135593220339,2334248,2407838,https://cs.stanford.edu/people/rak248/VG_100K/2334248.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2407838.jpg,0.8911076784133911,1
159,604,10395855,3853,8,0.2857142857142857,2317595,2392950,https://cs.stanford.edu/people/rak248/VG_100K/2317595.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2392950.jpg,0.846387505531311,1
161,616,17300683,5127,3122,0.2857142857142857,2384318,2410038,https://cs.stanford.edu/people/rak248/VG_100K_2/2384318.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2410038.jpg,0.8064534664154053,1
165,632,11915939,5614,4426,0.2857142857142857,2413240,2345192,https://cs.stanford.edu/people/rak248/VG_100K_2/2413240.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2345192.jpg,0.8653984665870667,1
167,635,14957495,5921,105,0.2833333333333333,2376876,2377295,https://cs.stanford.edu/people/rak248/VG_100K/2376876.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2377295.jpg,0.8946709632873535,1
169,641,6175022,2949,2843,0.2830188679245283,2366214,2384027,https://cs.stanford.edu/people/rak248/VG_100K/2366214.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2384027.jpg,0.8778912425041199,1
172,653,1007622,5760,5322,0.2826086956521739,2318653,2378920,https://cs.stanford.edu/people/rak248/VG_100K/2318653.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2378920.jpg,0.888970136642456,1
173,662,16151023,1272,288,0.28125,2363716,2357204,https://cs.stanford.edu/people/rak248/VG_100K/2363716.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2357204.jpg,0.8719778656959534,1
174,685,3030720,4697,3031,0.28,2371709,2403756,https://cs.stanford.edu/people/rak248/VG_100K/2371709.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2403756.jpg,0.815251886844635,1
177,695,329652,2579,2387,0.2790697674418604,2358135,2347437,https://cs.stanford.edu/people/rak248/VG_100K/2358135.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2347437.jpg,0.8031554818153381,1
179,697,817369,2872,605,0.2790697674418604,2403075,2411218,https://cs.stanford.edu/people/rak248/VG_100K_2/2403075.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2411218.jpg,0.8305908441543579,1
181,704,9174925,4817,1705,0.2777777777777778,2401488,2394938,https://cs.stanford.edu/people/rak248/VG_100K_2/2401488.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2394938.jpg,0.8619855642318726,1
183,737,10311940,4395,3600,0.2758620689655172,2409569,2377963,https://cs.stanford.edu/people/rak248/VG_100K_2/2409569.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2377963.jpg,0.8047485947608948,1
186,760,5069478,5611,2359,0.2745098039215686,2372282,2365877,https://cs.stanford.edu/people/rak248/VG_100K/2372282.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2365877.jpg,0.8393033742904663,1
188,772,7946752,6137,5486,0.2727272727272727,2404706,2413787,https://cs.stanford.edu/people/rak248/VG_100K_2/2404706.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2413787.jpg,0.854051411151886,1
189,779,962007,755,262,0.2727272727272727,2359693,2385958,https://cs.stanford.edu/people/rak248/VG_100K/2359693.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2385958.jpg,0.801573634147644,1
191,791,7674343,1231,721,0.2727272727272727,2359423,2414634,https://cs.stanford.edu/people/rak248/VG_100K/2359423.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2414634.jpg,0.817459762096405,1
192,794,8882681,2845,1665,0.2727272727272727,2353588,2407969,https://cs.stanford.edu/people/rak248/VG_100K/2353588.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2407969.jpg,0.8369261026382446,1
194,821,5017182,2187,1750,0.2708333333333333,2356562,2411680,https://cs.stanford.edu/people/rak248/VG_100K/2356562.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2411680.jpg,0.8013238310813904,1
195,826,3267738,4233,3678,0.2708333333333333,2398137,2389677,https://cs.stanford.edu/people/rak248/VG_100K_2/2398137.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2389677.jpg,0.8878503441810608,1
196,839,9723853,2896,2419,0.2692307692307692,2401064,2366770,https://cs.stanford.edu/people/rak248/VG_100K_2/2401064.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2366770.jpg,0.8842495679855347,1
197,844,6715083,4631,1929,0.2692307692307692,2383804,2375028,https://cs.stanford.edu/people/rak248/VG_100K_2/2383804.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2375028.jpg,0.8849632740020752,1
198,850,16833264,5780,558,0.2686567164179104,2373234,2365072,https://cs.stanford.edu/people/rak248/VG_100K/2373234.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2365072.jpg,0.8497294783592224,1
201,869,7947467,3655,388,0.2678571428571428,2357423,2369617,https://cs.stanford.edu/people/rak248/VG_100K/2357423.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2369617.jpg,0.8788489103317261,1
202,870,11838999,6176,5312,0.2678571428571428,2395905,2316609,https://cs.stanford.edu/people/rak248/VG_100K_2/2395905.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2316609.jpg,0.8439810872077942,1
206,883,586642,3344,2826,0.2666666666666666,2404833,2405084,https://cs.stanford.edu/people/rak248/VG_100K_2/2404833.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2405084.jpg,0.8680160641670227,1
211,912,7074231,5284,2243,0.2641509433962264,2416656,2354128,https://cs.stanford.edu/people/rak248/VG_100K_2/2416656.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2354128.jpg,0.9037871956825256,1
213,923,15668418,4141,3769,0.2638888888888889,2345263,2352444,https://cs.stanford.edu/people/rak248/VG_100K/2345263.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2352444.jpg,0.8034294247627258,1
214,935,9374673,5117,591,0.2622950819672131,2377738,2336199,https://cs.stanford.edu/people/rak248/VG_100K_2/2377738.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2336199.jpg,0.894351601600647,1
215,943,9108400,4891,4602,0.2622950819672131,2386729,2361320,https://cs.stanford.edu/people/rak248/VG_100K_2/2386729.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2361320.jpg,0.8431435823440552,1
216,947,142481,6023,1386,0.2619047619047619,2399691,2356972,https://cs.stanford.edu/people/rak248/VG_100K_2/2399691.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2356972.jpg,0.8561166524887085,1
219,969,18318064,5343,5291,0.2602739726027397,2407871,2386762,https://cs.stanford.edu/people/rak248/VG_100K_2/2407871.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2386762.jpg,0.8098974227905273,1
222,992,4429693,5210,1157,0.2592592592592592,2334451,2352624,https://cs.stanford.edu/people/rak248/VG_100K/2334451.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2352624.jpg,0.8051016330718994,1
225,998,7693423,3493,882,0.2592592592592592,2376495,2378104,https://cs.stanford.edu/people/rak248/VG_100K/2376495.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2378104.jpg,0.8110001087188721,1
226,1003,7406650,4660,2505,0.2586206896551724,2407736,2335482,https://cs.stanford.edu/people/rak248/VG_100K_2/2407736.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2335482.jpg,0.8330492973327637,1
227,1006,11307496,3305,2882,0.2580645161290322,2410525,2385232,https://cs.stanford.edu/people/rak248/VG_100K_2/2410525.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2385232.jpg,0.8109437227249146,1
228,1007,15608689,4519,2379,0.2580645161290322,2330032,2392943,https://cs.stanford.edu/people/rak248/VG_100K/2330032.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2392943.jpg,0.8139367699623108,1
231,1038,3635758,1315,300,0.2549019607843137,2358092,2395762,https://cs.stanford.edu/people/rak248/VG_100K/2358092.jpg,https://cs.stanford.edu/people/rak248/VG_100K_2/2395762.jpg,0.8107194900512695,1
232,1041,7725672,2218,1274,0.2549019607843137,2341090,2358302,https://cs.stanford.edu/people/rak248/VG_100K/2341090.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2358302.jpg,0.8590165972709656,1
233,1071,13811155,2403,2333,0.2542372881355932,2351871,2352014,https://cs.stanford.edu/people/rak248/VG_100K/2351871.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2352014.jpg,0.8113815784454346,1
235,1088,16661975,2390,519,0.2535211267605634,2363703,2353184,https://cs.stanford.edu/people/rak248/VG_100K/2363703.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2353184.jpg,0.8572462797164917,1
236,1099,12802980,4122,903,0.25,2390607,2345453,https://cs.stanford.edu/people/rak248/VG_100K_2/2390607.jpg,https://cs.stanford.edu/people/rak248/VG_100K/2345453.jpg,0.9007682800292968,1
