trione	-13.70546	VB:trione,VBD:triones,VBG:trione,VBN:trione,VBZ:trione,JJ:trione,NN:trionee,NNS:trione
nogia	-13.73352	VB:nogia,VBD:nogiaed,VBG:nogiaing,VBN:nogiaed,VBZ:nogiaes,JJ:nogian,NN:nogia,NNS:nogias
aling	-13.76054	VB:aling,VBD:alinged,VBG:alinging,VBN:alinged,VBZ:alings,JJ:aling,NN:aling,NNS:alings
vater	-13.77834	VB:vater,VBD:vated,VBG:vater,VBN:vated,VBZ:vates,JJ:vater,NN:vater,NNS:vateres
atione	-13.80264	VB:atione,VBD:ationes,VBG:atione,VBN:atione,VBZ:atione,JJ:atione,NN:ationee,NNS:atione
ousne	-13.87955	VB:ousne,VBD:ousnes,VBG:ousne,VBN:ousne,VBZ:ousne,JJ:ousne,NN:ousnee,NNS:ousne
heted	-13.96561	VB:heted,VBD:heted,VBG:heting,VBN:heted,VBZ:hetes,JJ:hetty,NN:het,NNS:hets
delly	-13.97110	VB:delly,VBD:dellyed,VBG:dellying,VBN:dellyed,VBZ:dellys,JJ:delly,NN:delly,NNS:dellys
unalin	-14.05671	VB:unalin,VBD:unalined,VBG:unalining,VBN:unalined,VBZ:unalins,JJ:unaliny,NN:unalin,NNS:unalins
thoty	-14.15292	VB:thoty,VBD:thoted,VBG:thoting,VBN:thoted,VBZ:thots,JJ:thoty,NN:thot,NNS:thots
ceous	-14.24657	VB:ceous,VBD:ceous,VBG:ceous,VBN:ceous,VBZ:ceous,JJ:ceoust,NN:ceoust,NNS:ceouses
penol	-14.32813	VB:penol,VBD:penoled,VBG:penoling,VBN:penoled,VBZ:penols,JJ:penol,NN:penol,NNS:penols
micon	-14.37550	VB:micon,VBD:miconed,VBG:miconing,VBN:miconed,VBZ:miconed,JJ:miconed,NN:micon,NNS:miconed
fress	-14.38105	VB:fress,VBD:fressed,VBG:fressing,VBN:fressed,VBZ:fres,JJ:fressy,NN:fress,NNS:fres
catint	-14.41082	VB:catint,VBD:catint,VBG:catint,VBN:catint,VBZ:catint,JJ:catinty,NN:catint,NNS:catint
soric	-14.48527	VB:soric,VBD:soricked,VBG:soricking,VBN:soricked,VBZ:soricks,JJ:soriced,NN:soriced,NNS:soriced
enerk	-14.49296	VB:enerk,VBD:enerked,VBG:enerking,VBN:enerked,VBZ:enerks,JJ:enerk,NN:enerk,NNS:enerks
alism	-14.49411	VB:alism,VBD:alismd,VBG:alisming,VBN:alismd,VBZ:alisms,JJ:alism,NN:alism,NNS:alisms
ortid	-14.50508	VB:ortid,VBD:ortided,VBG:ortid,VBN:ortided,VBZ:ortides,JJ:ortid,NN:ortid,NNS:ortides
uncest	-14.50744	VB:uncest,VBD:uncested,VBG:uncesting,VBN:uncested,VBZ:uncest,JJ:uncestic,NN:uncest,NNS:uncests
tulac	-14.65991	VB:tulac,VBD:tulaced,VBG:tulacing,VBN:tulaced,VBZ:tulaces,JJ:tulacy,NN:tulacy,NNS:tulacies
unflue	-14.78575	VB:unflue,VBD:unflued,VBG:unfluing,VBN:unflued,VBZ:unflues,JJ:unflued,NN:unflued,NNS:unflued
pacia	-14.89008	VB:pacia,VBD:paciaed,VBG:paciaing,VBN:paciaed,VBZ:paciaes,JJ:pacian,NN:pacia,NNS:pacias
sious	-14.93428	VB:sious,VBD:sious,VBG:sious,VBN:sious,VBZ:sious,JJ:sioust,NN:sioust,NNS:siouses
risty	-14.98379	VB:risty,VBD:risted,VBG:risting,VBN:risted,VBZ:rists,JJ:risty,NN:rist,NNS:rists
menny	-15.00158	VB:menny,VBD:mennyed,VBG:mennying,VBN:mennyed,VBZ:mennys,JJ:menny,NN:menny,NNS:menny
inging	-15.00848	VB:inging,VBD:inginged,VBG:inginging,VBN:inginged,VBZ:ingings,JJ:inging,NN:inging,NNS:ingings
reele	-15.02747	VB:reele,VBD:reeles,VBG:reeling,VBN:reele,VBZ:reele,JJ:reely,NN:reele,NNS:reele
prust	-15.08828	VB:prust,VBD:prusted,VBG:prusting,VBN:prusted,VBZ:prust,JJ:prustic,NN:prust,NNS:prusts
logal	-15.11149	VB:logal,VBD:logal,VBG:logal,VBN:logal,VBZ:logaled,JJ:logal,NN:logal,NNS:logal
ramic	-15.12851	VB:ramic,VBD:ramicked,VBG:ramicking,VBN:ramicked,VBZ:ramicks,JJ:ramiced,NN:ramiced,NNS:ramiced
sulphy	-15.15610	VB:sulphy,VBD:sulphyed,VBG:sulphying,VBN:sulphyed,VBZ:sulphys,JJ:sulphy,NN:sulphy,NNS:sulphys
derman	-15.20554	VB:derman,VBD:derman,VBG:dermaning,VBN:dermaned,VBZ:dermans,JJ:derman,NN:derman,NNS:dermans
tedne	-15.22226	VB:tedne,VBD:tednes,VBG:tedne,VBN:tedne,VBZ:tedne,JJ:tedne,NN:tednee,NNS:tedne
tuate	-15.25261	VB:tuate,VBD:tuat,VBG:tuat,VBN:tuat,VBZ:tuat,JJ:tuat,NN:tuat,NNS:tuat
chross	-15.28868	VB:chross,VBD:chrossed,VBG:chrossing,VBN:chrossed,VBZ:chrosses,JJ:chrossy,NN:chross,NNS:chrosses
latory	-15.34349	VB:latory,VBD:lated,VBG:lating,VBN:lated,VBZ:lates,JJ:latory,NN:lator,NNS:lators
comper	-15.34745	VB:comper,VBD:compered,VBG:comper,VBN:comper,VBZ:comperes,JJ:comper,NN:comper,NNS:comperes
comess	-15.38665	VB:comess,VBD:comessed,VBG:comessing,VBN:comessed,VBZ:comes,JJ:comessy,NN:comess,NNS:comes
atent	-15.40863	VB:atent,VBD:atent,VBG:atent,VBN:atent,VBZ:atent,JJ:atenty,NN:atent,NNS:atent
distral	-15.41791	VB:distral,VBD:distral,VBG:distral,VBN:distral,VBZ:distraled,JJ:distral,NN:distral,NNS:distral
lingly	-15.43548	VB:lingly,VBD:linglyed,VBG:linglying,VBN:linglyed,VBZ:linglys,JJ:lingly,NN:lingly,NNS:linglys
arlic	-15.46183	VB:arlic,VBD:arlicked,VBG:arlicking,VBN:arlicked,VBZ:arlicks,JJ:arliced,NN:arliced,NNS:arliced
incry	-15.50019	VB:incry,VBD:incry,VBG:incry,VBN:incry,VBZ:incry,JJ:incry,NN:incry,NNS:incry
proark	-15.51616	VB:proark,VBD:proarked,VBG:proarking,VBN:proarked,VBZ:proarks,JJ:proark,NN:proark,NNS:proarks
evism	-15.54480	VB:evism,VBD:evismd,VBG:evisming,VBN:evismd,VBZ:evisms,JJ:evism,NN:evism,NNS:evisms
acion	-15.55840	VB:acion,VBD:acioned,VBG:acioning,VBN:acioned,VBZ:acioned,JJ:acioned,NN:acion,NNS:acioned
arger	-15.59703	VB:arger,VBD:argered,VBG:arger,VBN:arger,VBZ:argeres,JJ:arger,NN:arger,NNS:argeres
shness	-15.60106	VB:shness,VBD:shnessed,VBG:shnessing,VBN:shnessed,VBZ:shnes,JJ:shnessy,NN:shness,NNS:shnes
hypner	-15.63901	VB:hypner,VBD:hypnered,VBG:hypner,VBN:hypner,VBZ:hypneres,JJ:hypner,NN:hypner,NNS:hypneres
rabis	-15.64382	VB:rabis,VBD:rabis,VBG:rabis,VBN:rabis,VBZ:rabis,JJ:rabish,NN:rabish,NNS:rabish
prolly	-15.64589	VB:prolly,VBD:prollyed,VBG:prollying,VBN:prollyed,VBZ:prollys,JJ:prolly,NN:prolly,NNS:prollys
intler	-15.64732	VB:intler,VBD:intlered,VBG:intler,VBN:intler,VBZ:intleres,JJ:intler,NN:intler,NNS:intleres
dermin	-15.65875	VB:dermin,VBD:dermined,VBG:dermining,VBN:dermined,VBZ:dermins,JJ:derminy,NN:dermin,NNS:dermins
rople	-15.70463	VB:rople,VBD:roples,VBG:ropling,VBN:rople,VBZ:rople,JJ:roply,NN:roplo,NNS:roplos
riate	-15.77877	VB:riate,VBD:riat,VBG:riat,VBN:riat,VBZ:riat,JJ:riat,NN:riat,NNS:riat
psess	-15.81956	VB:psess,VBD:psessed,VBG:psessing,VBN:psessed,VBZ:pses,JJ:psessy,NN:psess,NNS:pses
deint	-15.83223	VB:deint,VBD:deint,VBG:deint,VBN:deint,VBZ:deint,JJ:deinty,NN:deint,NNS:deint
seash	-15.90495	VB:seash,VBD:seashed,VBG:seashing,VBN:seashed,VBZ:seashes,JJ:seash,NN:seash,NNS:seashes
irear	-15.93782	VB:irear,VBD:ireart,VBG:irear,VBN:ireart,VBZ:irear,JJ:ireary,NN:ireart,NNS:irearts
belity	-15.96507	VB:belity,VBD:belity,VBG:belity,VBN:belity,VBZ:belity,JJ:belity,NN:belity,NNS:belity
andect	-15.99519	VB:andect,VBD:andected,VBG:andecting,VBN:andected,VBZ:andects,JJ:andect,NN:andect,NNS:andects
lotis	-16.07579	VB:lotis,VBD:lotis,VBG:lotis,VBN:lotis,VBZ:lotis,JJ:lotish,NN:lotish,NNS:lotish
stfule	-16.08854	VB:stfule,VBD:stfules,VBG:stfuling,VBN:stfule,VBZ:stfule,JJ:stful,NN:stful,NNS:stfuls
emous	-16.09665	VB:emous,VBD:emous,VBG:emous,VBN:emous,VBZ:emous,JJ:emoust,NN:emoust,NNS:emouses
etiont	-16.11292	VB:etiont,VBD:etiont,VBG:etiont,VBN:etiont,VBZ:etiont,JJ:etionty,NN:etiont,NNS:etiont
encal	-16.11755	VB:encal,VBD:encal,VBG:encal,VBN:encal,VBZ:encaled,JJ:encal,NN:encal,NNS:encal
aphist	-16.12555	VB:aphist,VBD:aphisted,VBG:aphisting,VBN:aphisted,VBZ:aphist,JJ:aphistic,NN:aphist,NNS:aphists
ailly	-16.12718	VB:ailly,VBD:aillyed,VBG:aillying,VBN:aillyed,VBZ:aillys,JJ:ailly,NN:ailly,NNS:aillys
dolam	-16.14182	VB:dolam,VBD:dolamed,VBG:dolaming,VBN:dolamed,VBZ:dolams,JJ:dolam,NN:dolam,NNS:dolams
aciong	-16.19772	VB:aciong,VBD:acionged,VBG:acionging,VBN:acionged,VBZ:aciongs,JJ:aciong,NN:aciong,NNS:aciongs
orous	-16.22216	VB:orous,VBD:orous,VBG:orous,VBN:orous,VBZ:orous,JJ:oroust,NN:oroust,NNS:orouses
swaic	-16.24066	VB:swaic,VBD:swaicked,VBG:swaicking,VBN:swaicked,VBZ:swaicks,JJ:swaiced,NN:swaiced,NNS:swaiced
perent	-16.29733	VB:perent,VBD:perent,VBG:perent,VBN:perent,VBZ:perent,JJ:perenty,NN:perent,NNS:perent
oming	-16.31618	VB:oming,VBD:ominged,VBG:ominging,VBN:ominged,VBZ:omings,JJ:oming,NN:oming,NNS:omings
inchan	-16.40528	VB:inchan,VBD:inchan,VBG:inchaning,VBN:inchaned,VBZ:inchans,JJ:inchan,NN:inchan,NNS:inchans
eucty	-16.48577	VB:eucty,VBD:eucty,VBG:eucty,VBN:eucty,VBZ:eucty,JJ:eucty,NN:eucty,NNS:eucty
strood	-16.50098	VB:strood,VBD:strooded,VBG:strooding,VBN:strooded,VBZ:stroods,JJ:strood,NN:strood,NNS:stroods
pyell	-16.51321	VB:pyell,VBD:pyelld,VBG:pyelling,VBN:pyelld,VBZ:pyells,JJ:pyelly,NN:pyelly,NNS:pyellys
ostion	-16.58305	VB:ostion,VBD:ostioned,VBG:osting,VBN:ostioned,VBZ:ostioned,JJ:ostic,NN:ostion,NNS:ostioned
retart	-16.62378	VB:retart,VBD:retart,VBG:retart,VBN:retart,VBZ:retart,JJ:retart,NN:retart,NNS:retart
olict	-16.64218	VB:olict,VBD:olicted,VBG:olicting,VBN:olicted,VBZ:olicts,JJ:olict,NN:olict,NNS:olicts
erial	-16.65217	VB:erial,VBD:eriated,VBG:erial,VBN:eriated,VBZ:eriated,JJ:eriated,NN:eriated,NNS:eriated
eriat	-16.65217	VB:eriat,VBD:eriat,VBG:eriating,VBN:eriated,VBZ:eriats,JJ:eriaty,NN:eriat,NNS:eriats
ovesis	-16.65321	VB:ovesis,VBD:ovesis,VBG:ovesis,VBN:ovesis,VBZ:ovesis,JJ:ovesish,NN:ovesish,NNS:ovesish
mingne	-16.73833	VB:mingne,VBD:mingnes,VBG:mingne,VBN:mingne,VBZ:mingne,JJ:mingne,NN:mingnee,NNS:mingne
lepht	-16.75354	VB:lepht,VBD:lephted,VBG:lephting,VBN:lephted,VBZ:lephts,JJ:lephty,NN:lepht,NNS:lephts
iscad	-16.83751	VB:iscad,VBD:iscad,VBG:iscading,VBN:iscad,VBZ:iscads,JJ:iscad,NN:iscad,NNS:iscads
setral	-16.85638	VB:setral,VBD:setral,VBG:setral,VBN:setral,VBZ:setraled,JJ:setral,NN:setral,NNS:setral
lablent	-16.93731	VB:lablent,VBD:lablent,VBG:lablent,VBN:lablent,VBZ:lablent,JJ:lablenty,NN:lablent,NNS:lablent
tworia	-16.94600	VB:tworia,VBD:tworiaed,VBG:tworiaing,VBN:tworiaed,VBZ:tworiaes,JJ:tworian,NN:tworia,NNS:tworias
lispe	-16.95228	VB:lispe,VBD:lisped,VBG:lisping,VBN:lisped,VBZ:lispes,JJ:lispy,NN:lispe,NNS:lispes
lones	-17.01072	VB:lones,VBD:loned,VBG:loning,VBN:loned,VBZ:loneses,JJ:lony,NN:lon,NNS:lons
degra	-17.02155	VB:degra,VBD:degraed,VBG:degraing,VBN:degraed,VBZ:degraes,JJ:degra,NN:degra,NNS:degraes
ricke	-17.04179	VB:ricke,VBD:ricke,VBG:ricke,VBN:ricke,VBZ:ricke,JJ:ricke,NN:ricke,NNS:ricke
reging	-17.04360	VB:reging,VBD:reginged,VBG:reginging,VBN:reginged,VBZ:regings,JJ:reging,NN:reging,NNS:regings
eprour	-17.06274	VB:eprour,VBD:eproured,VBG:eprouring,VBN:eproured,VBZ:eproures,JJ:eprour,NN:eprour,NNS:eprours
iless	-17.06555	VB:iless,VBD:ilessed,VBG:ilessing,VBN:ilessed,VBZ:iles,JJ:ilessy,NN:iless,NNS:iles
piesm	-17.08978	VB:piesm,VBD:piesmd,VBG:piesming,VBN:piesmd,VBZ:piesms,JJ:piesm,NN:piesm,NNS:piesms
teming	-17.11816	VB:teming,VBD:teminged,VBG:teminging,VBN:teminged,VBZ:temings,JJ:teming,NN:teming,NNS:temings
orele	-17.12147	VB:orele,VBD:oreles,VBG:oreling,VBN:orele,VBZ:orele,JJ:orely,NN:orele,NNS:orele
astont	-17.12198	VB:astont,VBD:astont,VBG:astont,VBN:astont,VBZ:astont,JJ:astonty,NN:astont,NNS:astont
riack	-17.12323	VB:riack,VBD:riacked,VBG:riacking,VBN:riacked,VBZ:riacks,JJ:riacky,NN:riack,NNS:riacks
siatic	-17.12673	VB:siatic,VBD:siaticked,VBG:siaticking,VBN:siaticked,VBZ:siaticks,JJ:siaticed,NN:siaticed,NNS:siaticed
dergal	-17.14696	VB:dergal,VBD:dergal,VBG:dergal,VBN:dergal,VBZ:dergaled,JJ:dergal,NN:dergal,NNS:dergal
tailla	-17.16299	VB:tailla,VBD:tailla,VBG:taillag,VBN:taillag,VBZ:taillag,JJ:taillag,NN:taillag,NNS:taillag
ricary	-17.17300	VB:ricary,VBD:ricary,VBG:ricary,VBN:ricary,VBZ:ricary,JJ:ricary,NN:ricary,NNS:ricary
babile	-17.17599	VB:babile,VBD:babiles,VBG:babile,VBN:babile,VBZ:babile,JJ:babile,NN:babile,NNS:babile
scidia	-17.18670	VB:scidia,VBD:scidiaed,VBG:scidiaing,VBN:scidiaed,VBZ:scidiaes,JJ:scidian,NN:scidia,NNS:scidias
cretia	-17.21818	VB:cretia,VBD:cretiaed,VBG:cretiaing,VBN:cretiaed,VBZ:cretiaes,JJ:cretian,NN:cretia,NNS:cretias
crury	-17.21919	VB:crury,VBD:crury,VBG:crury,VBN:crury,VBZ:crury,JJ:crury,NN:crury,NNS:crury
icalit	-17.23984	VB:icalit,VBD:icalit,VBG:icalit,VBN:icalit,VBZ:icalit,JJ:icalit,NN:icalit,NNS:icalit
lowal	-17.26426	VB:lowal,VBD:lowal,VBG:lowal,VBN:lowal,VBZ:lowaled,JJ:lowal,NN:lowal,NNS:lowal
plecon	-17.26616	VB:plecon,VBD:pleconed,VBG:pleconing,VBN:pleconed,VBZ:pleconed,JJ:pleconed,NN:plecon,NNS:pleconed
erack	-17.28635	VB:erack,VBD:eracked,VBG:eracking,VBN:eracked,VBZ:eracks,JJ:eracky,NN:erack,NNS:eracks
raming	-17.30728	VB:raming,VBD:ramed,VBG:raminging,VBN:ramed,VBZ:rams,JJ:raming,NN:ram,NNS:rams
stingly	-17.32096	VB:stingly,VBD:stinglyed,VBG:stinglying,VBN:stinglyed,VBZ:stinglys,JJ:stingly,NN:stingly,NNS:stinglys
atous	-17.33501	VB:atous,VBD:atous,VBG:atous,VBN:atous,VBZ:atous,JJ:atoust,NN:atoust,NNS:atouses
iscum	-17.35784	VB:iscum,VBD:iscumd,VBG:iscuming,VBN:iscumd,VBZ:iscums,JJ:iscum,NN:iscum,NNS:iscums
padery	-17.37596	VB:padery,VBD:padered,VBG:padering,VBN:padered,VBZ:paders,JJ:padery,NN:pader,NNS:paders
lotta	-17.38820	VB:lotta,VBD:lottad,VBG:lottaing,VBN:lottad,VBZ:lottas,JJ:lotta,NN:lotta,NNS:lottas
precine	-17.42390	VB:precine,VBD:precines,VBG:precing,VBN:precine,VBZ:precine,JJ:preciny,NN:precinee,NNS:precine
astable	-17.43141	VB:astable,VBD:astables,VBG:astabling,VBN:astable,VBZ:astable,JJ:astably,NN:astable,NNS:astable
omante	-17.45930	VB:omante,VBD:omante,VBG:omanteing,VBN:omante,VBZ:omante,JJ:omanted,NN:omante,NNS:omante
rotion	-17.47269	VB:rotion,VBD:roted,VBG:roting,VBN:roted,VBZ:rots,JJ:rotic,NN:rot,NNS:rots
lonon	-17.49955	VB:lonon,VBD:lononed,VBG:lononing,VBN:lononed,VBZ:lononed,JJ:lononed,NN:lonon,NNS:lononed
ishing	-17.52008	VB:ishing,VBD:ishinged,VBG:ishinging,VBN:ishinged,VBZ:ishings,JJ:ishing,NN:ishing,NNS:ishings
hirry	-17.55116	VB:hirry,VBD:hirry,VBG:hirry,VBN:hirry,VBZ:hirry,JJ:hirry,NN:hirry,NNS:hirry
tisof	-17.56262	VB:tisof,VBD:tisofed,VBG:tisofing,VBN:tisofed,VBZ:tisofs,JJ:tisofy,NN:tisof,NNS:tisofs
torhy	-17.57367	VB:torhy,VBD:torhyed,VBG:torhying,VBN:torhyed,VBZ:torhys,JJ:torhy,NN:torhy,NNS:torhys
ilitid	-17.60672	VB:ilitid,VBD:ilitided,VBG:ilitid,VBN:ilitided,VBZ:ilitides,JJ:ilitid,NN:ilitid,NNS:ilitides
rialic	-17.60749	VB:rialic,VBD:rialicked,VBG:rialicking,VBN:rialicked,VBZ:rialicks,JJ:rialiced,NN:rialiced,NNS:rialiced
gumar	-17.60768	VB:gumar,VBD:gumart,VBG:gumar,VBN:gumart,VBZ:gumar,JJ:gumary,NN:gumart,NNS:gumarts
antalle	-17.61469	VB:antalle,VBD:antalles,VBG:antalling,VBN:antalle,VBZ:antalle,JJ:antally,NN:antalle,NNS:antalle
helum	-17.67253	VB:helum,VBD:helumd,VBG:heluming,VBN:helumd,VBZ:helums,JJ:helum,NN:helum,NNS:helums
bioch	-17.69254	VB:bioch,VBD:bioched,VBG:bioching,VBN:bioched,VBZ:bioches,JJ:bioch,NN:bioch,NNS:bioches
erson	-17.71898	VB:erson,VBD:ersoned,VBG:ersoning,VBN:ersoned,VBZ:ersoned,JJ:ersoned,NN:erson,NNS:ersoned
snemic	-17.75063	VB:snemic,VBD:snemicked,VBG:snemicking,VBN:snemicked,VBZ:snemicks,JJ:snemiced,NN:snemiced,NNS:snemiced
intess	-17.78018	VB:intess,VBD:intessed,VBG:intessing,VBN:intessed,VBZ:intes,JJ:intessy,NN:intess,NNS:intes
oustion	-17.79117	VB:oustion,VBD:oustioned,VBG:ousting,VBN:oustioned,VBZ:oustioned,JJ:oustic,NN:oustion,NNS:oustioned
emood	-17.87687	VB:emood,VBD:emooded,VBG:emooding,VBN:emooded,VBZ:emoods,JJ:emood,NN:emood,NNS:emoods
routic	-17.96479	VB:routic,VBD:routicked,VBG:routicking,VBN:routicked,VBZ:routicks,JJ:routiced,NN:routiced,NNS:routiced
guace	-17.96809	VB:guace,VBD:guace,VBG:guacing,VBN:guace,VBZ:guace,JJ:guace,NN:guaced,NNS:guace
emingly	-17.98476	VB:emingly,VBD:eminglyed,VBG:eminglying,VBN:eminglyed,VBZ:eminglys,JJ:emingly,NN:emingly,NNS:eminglys
atival	-18.05177	VB:atival,VBD:atival,VBG:atival,VBN:atival,VBZ:ativaled,JJ:atival,NN:atival,NNS:atival
reforia	-18.06299	VB:reforia,VBD:reforiaed,VBG:reforiaing,VBN:reforiaed,VBZ:reforiaes,JJ:reforian,NN:reforia,NNS:reforias
anird	-18.06657	VB:anird,VBD:anird,VBG:anird,VBN:anird,VBZ:anird,JJ:anird,NN:anird,NNS:anirds
opige	-18.07237	VB:opige,VBD:opigeed,VBG:opigeing,VBN:opigeed,VBZ:opigees,JJ:opige,NN:opige,NNS:opiges
ioness	-18.07805	VB:ioness,VBD:ionessed,VBG:ionessing,VBN:ionessed,VBZ:iones,JJ:ionessy,NN:ioness,NNS:iones
attle	-18.08008	VB:attle,VBD:attles,VBG:attling,VBN:attle,VBZ:attle,JJ:attle,NN:attle,NNS:attle
hetle	-18.10562	VB:hetle,VBD:hetles,VBG:hetling,VBN:hetle,VBZ:hetle,JJ:hetle,NN:hetle,NNS:hetle
thium	-18.12532	VB:thium,VBD:thiumd,VBG:thiuming,VBN:thiumd,VBZ:thiums,JJ:thium,NN:thium,NNS:thiums
fervan	-18.14287	VB:fervan,VBD:fervan,VBG:fervaning,VBN:fervaned,VBZ:fervans,JJ:fervan,NN:fervan,NNS:fervans
equadis	-18.14679	VB:equadis,VBD:equadis,VBG:equadis,VBN:equadis,VBZ:equadis,JJ:equadish,NN:equadish,NNS:equadish
herper	-18.17754	VB:herper,VBD:herpered,VBG:herper,VBN:herper,VBZ:herperes,JJ:herper,NN:herper,NNS:herperes
rotont	-18.18516	VB:rotont,VBD:rotont,VBG:rotont,VBN:rotont,VBZ:rotont,JJ:rotonty,NN:rotont,NNS:rotont
